,src,dst,index
151,react,wum,1
152,miss,vote,1
153,misscameroun2019,miss,1
154,ce,refuse,1
155,dans,separatiste,1
156,formes,que,1
157,formes,refuse,1
158,formes,separatiste,1
159,la,que,1
160,que,indiqueron,2
161,refuse,presidentielle,1
162,refuse,refuson,1
163,separatiste,implique,2
164,congres,inclusif,2
165,congres,initie,1
166,et,inclusif,3
167,inclusif,notamment,3
168,inclusif,positif,2
169,inclusif,unis,1
170,initie,notamment,1
171,tenir,inclusif,1
172,america,raise,2
173,biya,commit,6
174,biya,investigate,1
175,biya,stand,2
176,biya,succeed,1
177,commit,ambazonia,4
178,commit,atrocity,1
179,commit,people,2
180,commit,violation,2
181,france,commit,3
182,france,investigate,3
183,france,shake,1
184,france,stand,1
185,investigate,ambazonia,1
186,investigate,people,1
187,investigate,violation,2
188,raise,ambazonia,2
189,shake,ambazonia,1
190,stand,people,1
191,stand,violation,2
192,succeed,people,1
193,cameroon,say,1
194,cameroon,schedule,1
195,say,buea,1
196,schedule,place,1
197,dans,dunite,1
198,dunite,esir,1
199,dunite,separatiste,1
200,membre,dunite,1
201,armes,declare,1
202,armes,determine,1
203,armes,le,1
204,aux,declare,1
205,aux,determine,1
206,aux,secessionniste,1
207,biya,declare,2
208,dans,determine,3
209,declare,anglophone,1
210,declare,region,1
211,declare,repondre,2
212,determine,crise,1
213,determine,repondre,4
214,le,crise,1
215,secessionniste,region,1
216,kidnap,fighter,2
217,nkou,kidnap,1
218,nkou,read,1
219,nkuo,kidnap,1
220,read,mimimefoinfos,1
221,choose,parler,1
222,choose,probleme,1
223,dans,pay,1
224,dans,rendre,4
225,de,donc,1
226,de,pay,1
227,de,rendre,5
228,donc,anglophone,1
229,donc,parler,4
230,donc,probleme,1
231,national,donc,1
232,national,rendre,4
233,pay,parler,1
234,pay,probleme,1
235,quelque,choose,2
236,quelque,donc,3
237,quelque,rendre,1
238,rendre,anglophone,1
239,rendre,guerison,3
240,rendre,parler,8
241,rendre,probleme,3
242,syrien,donc,1
243,syrien,rendre,1
244,leau,toute,2
245,toute,quietude,1
246,toute,terroriste,1
247,autopilot,condmen,3
248,autopilot,hear,1
249,autopilot,think,1
250,condmen,action,2
251,condmen,disappoint,2
252,condmen,effect,2
253,condmen,movement,1
254,condmen,prosecutor,1
255,god,condmen,3
256,god,hear,3
257,god,protect,1
258,god,think,7
259,hear,action,4
260,hear,effect,9
261,hear,movement,1
262,mean,action,1
263,protect,action,1
264,protect,effect,1
265,protect,movement,1
266,sell,effect,2
267,tassang,condmen,2
268,tassang,hear,10
269,tassang,mean,1
270,tassang,protect,2
271,tassang,sell,2
272,tassang,think,9
273,think,disappoint,6
274,think,effect,10
275,think,movement,1
276,au,moin,1
277,dans,le,3
278,dans,plusieur,1
279,dimanche,le,1
280,dimanche,moin,2
281,le,defense,4
282,le,delement,2
283,le,tue,3
284,militaires,le,5
285,militaires,plusieur,2
286,moin,defense,1
287,moin,delement,1
288,moin,tue,1
289,plusieur,defense,2
290,plusieur,delement,1
291,dans,judiciaire,4
292,dans,le,1
293,dans,prise,1
294,judiciaire,et,1
295,judiciaire,juridiction,1
296,judiciaire,noso,2
297,le,et,2
298,prise,noso,1
299,universites,le,1
300,ig,make,1
301,ig,mention,7
302,ig,say,1
303,make,confusion,1
304,mention,confusion,2
305,mention,idea,2
306,mention,medication,1
307,mention,place,2
308,say,confusion,1
309,ask,say,1
310,dem,go,1
311,dem,say,1
312,go,contri,1
313,say,contri,3
314,say,skin,1
315,wey,say,2
316,exige,ally,1
317,kamto,exige,1
318,apotre,toujour,3
319,toujour,solution,3
320,advocate,cameroon,2
321,bbc,advocate,2
322,god,question,1
323,god,say,2
324,god,take,1
325,ministry,question,13
326,ministry,receive,1
327,ministry,say,1
328,ministry,take,1
329,question,election,1
330,question,invitation,8
331,question,ministry,4
332,question,president,2
333,question,prophet,3
334,receive,invitation,1
335,say,invitation,2
336,say,president,1
337,say,prophet,1
338,take,invitation,1
339,take,ministry,1
340,tvs,question,4
341,tvs,say,1
342,assaillants,il,2
343,assaillants,leur,3
344,hommes,tiko,1
345,il,present,2
346,leur,oblige,1
347,leur,present,3
348,ont,leur,1
349,ont,tiko,1
350,tiko,present,2
351,cameroon,embody,4
352,cameroon,see,1
353,embody,king,1
354,embody,power,3
355,see,court,1
356,davoir,certain,2
357,maurice,davoir,1
358,nagy,davoir,1
359,cameroun,anglophone,1
360,cameroun,resume,1
361,corriger,le,2
362,extraordinaire,anglophone,1
363,extraordinaire,maire,1
364,extraordinaire,part,3
365,le,associe,4
366,le,maire,1
367,le,part,7
368,le,resume,2
369,nomme,anglophone,1
370,nomme,maire,1
371,nomme,part,1
372,ou,cameroun,1
373,ou,extraordinaire,1
374,ou,le,3
375,ou,nomme,3
376,ou,urbaine,1
377,par,le,3
378,rehabilitee,extraordinaire,1
379,rehabilitee,le,1
380,reunis,cameroun,1
381,reunis,extraordinaire,3
382,reunis,le,5
383,urbaine,part,1
384,france,obscure,1
385,obscure,concession,1
386,alert,catholique,2
387,alert,combattant,1
388,alert,lenlevement,1
389,alert,pretre,1
390,alert,region,1
391,apre,combattant,1
392,apre,pretre,1
393,arrive,catholique,1
394,arrive,combattant,1
395,arrive,region,1
396,dans,alert,2
397,dans,apre,1
398,dans,arrive,2
399,dans,etait,1
400,dans,separatiste,3
401,etait,combattant,1
402,etait,heure,1
403,etait,lenlevement,1
404,etait,pretre,1
405,jours,separatiste,1
406,lenlevement,alert,2
407,lenlevement,etait,1
408,lenlevement,libere,1
409,lenlevement,separatiste,1
410,libere,catholique,1
411,libere,combattant,1
412,libere,lenlevement,4
413,mgr,alert,1
414,mgr,apre,1
415,mgr,etait,2
416,mgr,libere,2
417,mgr,separatiste,1
418,nkuo,arrive,1
419,nkuo,libere,2
420,nkuo,separatiste,1
421,nord,alert,1
422,nord,libere,1
423,separatiste,catholique,1
424,separatiste,combattant,4
425,separatiste,lenlevement,1
426,separatiste,region,1
427,africans,etait,1
428,africans,organisee,1
429,africans,sinteresse,2
430,anglophone,sinteresse,1
431,elle,lab,1
432,elle,organisee,2
433,elle,sinteresse,1
434,etait,mediation,1
435,groupes,organisee,1
436,lab,violation,1
437,organisee,mediation,3
438,organisee,tourment,2
439,sinteresse,mediation,2
440,sinteresse,tourment,2
441,sur,organisee,1
442,la,le,3
443,le,parent,3
444,allege,prison,1
445,copy,leader,1
446,inform,leader,3
447,movement,inform,2
448,nations,allege,1
449,president,copy,1
450,president,inform,1
451,les,repost,1
452,paul,repost,2
453,repost,contact,3
454,america,begin,1
455,begin,cameroon,1
456,americains,recu,1
457,preside,recu,2
458,recu,anglophone,2
459,recu,etrangere,1
460,comme,radicalisation,1
461,ndoki,comme,1
462,propose,www,2
463,walla,propose,2
464,ali,react,1
465,ali,warn,1
466,bass,react,1
467,bass,warn,1
468,react,election,1
469,react,separatist,1
470,warn,candidate,1
471,warn,election,1
472,cameroon,come,2
473,come,condition,1
474,come,www,1
475,la,longue,1
476,longue,deja,1
477,desormais,le,1
478,desormais,sort,1
479,intervient,larmee,1
480,intervient,le,2
481,intervient,sort,1
482,larmee,lundi,1
483,le,collaterale,2
484,le,lundi,1
485,sort,lundi,1
486,sort,savon,1
487,choose,droit,4
488,dans,choose,2
489,dans,pour,1
490,ete,droit,1
491,lu,pour,2
492,maintenant,choose,1
493,maintenant,pour,1
494,par,choose,1
495,par,ete,1
496,par,pour,1
497,pour,droit,1
498,pour,enfant,2
499,pour,monde,2
500,admit,enemy,2
501,esunge,admit,2
502,esunge,lament,1
503,lament,enemy,1
504,endeley,gain,2
505,endeley,keep,3
506,endeley,lose,8
507,gain,anglophone,1
508,gain,flag,1
509,keep,anglophone,2
510,keep,flag,1
511,lose,anglophone,7
512,lose,system,1
513,cest,interpretation,2
514,cest,repondre,5
515,cest,vrai,1
516,dite,interpretation,1
517,dite,question,1
518,dite,repondre,2
519,les,cest,1
520,les,dite,3
521,les,peu,2
522,nessa,cest,1
523,peu,repondre,1
524,peu,vrai,1
525,qui,cest,6
526,qui,dite,1
527,dans,hear,10
528,dans,initiate,1
529,dans,know,3
530,dans,le,1
531,dans,solution,1
532,dans,start,1
533,debut,initiate,1
534,hear,anglophone,3
535,hear,president,1
536,hear,region,6
537,hear,war,3
538,initiate,anglophone,1
539,initiate,war,1
540,know,community,2
541,know,memo,1
542,know,region,1
543,know,war,3
544,le,memo,1
545,nest,hear,1
546,nest,know,1
547,nest,start,1
548,republic,hear,1
549,republic,know,2
550,solution,anglophone,1
551,start,anglophone,1
552,start,war,1
553,world,hear,1
554,world,know,1
555,initiative,lift,2
556,lift,cameroon,2
557,anglophone,region,1
558,au,regard,1
559,medias,anglophone,1
560,regard,exterieur,1
561,agree,cameroon,1
562,biya,come,3
563,bonji,tell,1
564,christ,agree,1
565,christ,come,1
566,christ,tell,1
567,christ,wish,1
568,come,cameroon,2
569,come,fighter,1
570,come,session,3
571,day,merry,1
572,douala,come,2
573,merry,cameroon,1
574,tell,cameroon,1
575,tell,session,1
576,wish,session,1
577,curse,dictator,1
578,live,lrc,1
579,post,lrc,1
580,power,curse,1
581,power,live,1
582,president,post,1
583,add,ordeal,1
584,click,brother,1
585,corporation,add,1
586,corporation,click,1
587,corporation,say,3
588,say,child,1
589,say,ordeal,2
590,droit,allon,1
591,droit,maritime,1
592,droit,militaire,1
593,mais,droit,1
594,mais,securite,1
595,mais,travailler,1
596,nagy,droit,2
597,nagy,securite,2
598,nagy,travailler,2
599,securite,allon,2
600,securite,maritime,1
601,travailler,maritime,1
602,travailler,militaire,2
603,baongla,want,2
604,want,www,2
605,build,remembrance,1
606,god,liken,1
607,koraman,build,1
608,koraman,liken,6
609,koraman,say,3
610,liken,cameroonian,1
611,liken,land,2
612,liken,military,3
613,liken,remembrance,2
614,moses,liken,1
615,moses,say,1
616,say,cameroonian,1
617,say,land,2
618,say,remembrance,1
619,buea,republique,1
620,god,republique,1
621,la,republique,2
622,republique,ambazonian,4
623,invite,prospective,4
624,rdpc,invite,3
625,reponse,invite,1
626,decide,besoin,2
627,decide,bonjour,3
628,decide,embrasser,1
629,decide,situation,11
630,decide,warman,1
631,donc,besoin,2
632,donc,bonjour,5
633,donc,situation,8
634,donc,tout,2
635,etait,bonjour,6
636,etait,embrasser,1
637,etait,situation,3
638,etait,tout,2
639,j,decide,4
640,j,donc,5
641,j,etait,1
642,jai,donc,1
643,je,decide,11
644,je,donc,5
645,je,etait,2
646,la,decide,1
647,la,donc,3
648,la,etait,3
649,moi,decide,2
650,moi,donc,3
651,moi,etait,6
652,kamto,rend,1
653,maurice,rend,1
654,rend,proposition,2
655,rend,toujour,3
656,seul,rend,3
657,ball,piece,1
658,bless,soldat,1
659,du,soi,1
660,expose,assassine,5
661,expose,piece,2
662,expose,soldat,2
663,ferdinand,expose,1
664,ferdinand,jaccuse,1
665,haram,expose,1
666,jaccuse,assassine,1
667,ont,ball,1
668,ont,bless,1
669,ont,expose,5
670,par,expose,1
671,par,soi,1
672,se,expose,1
673,se,send,3
674,se,soi,1
675,send,assassine,1
676,send,lheure,1
677,send,veut,1
678,soi,piece,2
679,soi,veut,1
680,allow,dieng,1
681,disgrace,cup,1
682,disgrace,dieng,1
683,disgrace,people,1
684,give,cup,1
685,give,dieng,1
686,give,people,1
687,nigerians,disgrace,2
688,nigerians,give,1
689,place,allow,1
690,place,disgrace,1
691,place,give,2
692,afp,come,4
693,come,country,4
694,come,troop,1
695,makon,tell,1
696,net20191117cameroon,come,1
697,tell,country,1
698,anglophone,lintervention,1
699,dans,anglophone,1
700,organise,dirigeant,4
701,organise,municipale,1
702,que,organise,5
703,cameroun,malgre,1
704,malgre,campagne,1
705,aupre,gouvernement,1
706,choix,article,1
707,dans,aupre,1
708,dans,choix,1
709,asc,go,1
710,asc,renounce,1
711,asc,say,2
712,ayafor,say,1
713,go,killing,1
714,renounce,killing,1
715,say,florence,2
716,say,killing,1
717,confiance,du,4
718,du,negociation,1
719,du,participer,5
720,il,du,2
721,anglophone,invite,2
722,invite,sujet,2
723,add,conflict,2
724,add,stance,1
725,address,stance,1
726,america,add,2
727,america,say,1
728,congress,add,1
729,congress,address,1
730,congress,say,1
731,say,soldier,1
732,say,stance,1
733,congratulate,day,1
734,congratulate,force,2
735,congratulate,leap,1
736,congratulate,people,5
737,exigent,congratulate,8
738,exigent,make,4
739,exigent,say,7
740,exigent,start,1
741,facts,make,1
742,facts,record,1
743,facts,say,3
744,facts,start,1
745,god,congratulate,1
746,make,force,1
747,make,incident,4
748,record,leap,1
749,say,force,2
750,say,incident,4
751,say,oppression,1
752,say,people,3
753,start,incident,1
754,start,people,1
755,ambazonia,expose,1
756,ambazonia,live,1
757,ambazonia,report,3
758,expose,head,1
759,live,head,1
760,report,dismissal,1
761,report,head,1
762,report,replacement,1
763,bellieve,237showbiz,1
764,blogger,bellieve,1
765,blogger,ekwat,1
766,ekwat,237showbiz,1
767,activist,continue,3
768,activist,gather,4
769,activist,remain,1
770,activist,speak,4
771,continue,activist,2
772,continue,revolution,1
773,continue,word,1
774,gather,activist,3
775,gather,people,1
776,nmandi,continue,1
777,nmandi,remain,1
778,remain,follower,1
779,remain,revolution,1
780,speak,activist,3
781,speak,people,1
782,cho,impunitie,2
783,cho,stay,1
784,cho,take,2
785,impunitie,focus,1
786,impunitie,regime,1
787,stay,focus,1
788,take,focus,2
789,camerounaise,kemende,2
790,camerounaise,le,1
791,convenus,anglophone,1
792,convenus,opposition,1
793,convenus,region,2
794,dans,convenus,1
795,kemende,opposition,1
796,kemende,question,1
797,kemende,region,1
798,le,deja,1
799,mesures,convenus,2
800,mesures,kemende,1
801,nord,convenus,1
802,go,boy,1
803,go,power,1
804,leave,boy,1
805,leave,bush,1
806,leave,eye,1
807,leave,hour,1
808,leave,power,2
809,make,boy,3
810,make,eye,1
811,make,hour,2
812,make,power,4
813,massacre,unfold,2
814,mbindi,leave,1
815,mbindi,make,2
816,mbindi,unfold,4
817,pa,go,2
818,pa,leave,5
819,pa,make,8
820,pa,register,1
821,pa,shoot,3
822,pa,unfold,12
823,register,eye,1
824,shoot,boy,1
825,shoot,eye,1
826,shoot,hour,1
827,unfold,boy,2
828,unfold,burial,3
829,unfold,bush,1
830,unfold,eye,2
831,unfold,hour,2
832,unfold,power,8
833,foundation,reach,2
834,reach,refugee,2
835,amabo,continue,2
836,amabo,note,2
837,amabo,read,1
838,amabo,wonder,1
839,continue,effort,4
840,continue,people,1
841,continue,write,2
842,let,people,1
843,mopwke,continue,2
844,mopwke,note,1
845,mopwke,read,5
846,mopwke,think,1
847,note,crisis,1
848,note,effort,1
849,note,hand,2
850,note,people,1
851,note,write,1
852,read,effort,1
853,read,hand,2
854,read,people,3
855,read,write,1
856,think,effort,1
857,think,government,1
858,wonder,people,1
859,wonder,write,1
860,yaounde,continue,3
861,yaounde,let,1
862,yaounde,note,3
863,yaounde,read,1
864,yaounde,think,1
865,yaounde,wonder,1
866,cho,defend,2
867,cho,pupil,1
868,cho,say,1
869,defend,school,1
870,defend,study,1
871,pupil,school,1
872,say,study,1
873,anglophone,donc,2
874,anglophone,implique,1
875,donc,exiger,1
876,donc,tout,1
877,implique,exiger,1
878,come,cameroonsambazonia,1
879,come,determination,1
880,come,german,1
881,come,lrc,1
882,come,talk,1
883,france,come,1
884,germans,come,3
885,germans,mediate,5
886,germans,understand,4
887,germans,want,3
888,germany,come,1
889,germany,make,1
890,germany,mediate,2
891,germany,understand,3
892,make,lrc,1
893,mediate,cameroonsambazonia,1
894,mediate,german,3
895,mediate,lrc,2
896,mediate,switzerland,1
897,understand,determination,1
898,understand,german,5
899,understand,lrc,1
900,want,german,2
901,want,switzerland,1
902,crowd,thing,1
903,pascal,crowd,1
904,pascal,pick,1
905,pascal,think,1
906,pick,thing,4
907,suivre,pick,3
908,suivre,think,3
909,think,thing,4
910,mislead,reintegration,1
911,stole,mislead,1
912,du,resume,1
913,resume,election,1
914,ans,apre,1
915,apre,francaise,1
916,exemplaire,dictature,2
917,exemplaire,francaise,2
918,exemplaire,pacifique,1
919,fut,exemplaire,5
920,fut,livre,1
921,fut,officielle,1
922,independance,livre,1
923,livre,francaise,2
924,officielle,dictature,1
925,apre,semaine,1
926,aupre,situation,1
927,nations,apre,1
928,plaide,aupre,1
929,bazil,receive,1
930,receive,homeofbeautyqueen,1
931,anglophone,cause,1
932,cause,commerce,1
933,anglophone,dispose,3
934,commissaire,dispose,1
935,dispose,aider,4
936,assise,date,8
937,assise,legislative,1
938,assise,provoque,2
939,assise,relancer,2
940,assise,retrouver,1
941,aux,assise,1
942,aux,combat,1
943,aux,premiere,1
944,combat,date,1
945,combat,provoque,1
946,des,assise,2
947,le,assise,7
948,le,pay,1
949,le,premiere,1
950,par,assise,1
951,paris,assise,1
952,paris,combat,1
953,pay,date,1
954,pay,fevrier,1
955,premier,assise,2
956,premier,pay,1
957,premier,premiere,4
958,premiere,fevrier,1
959,premiere,provoque,1
960,premiere,relancer,4
961,register,boy,2
962,register,championship,3
963,united,register,5
964,affre,anglophone,2
965,affre,dhier,1
966,affre,mort,1
967,affre,tout,4
968,affre,violence,1
969,biens,affre,1
970,ce,affre,1
971,ce,independantiste,1
972,essuyes,affre,1
973,essuyes,il,3
974,essuyes,independantiste,1
975,et,affre,1
976,et,il,2
977,et,independantiste,2
978,il,anglophone,2
979,il,dhier,3
980,il,tout,2
981,il,violence,1
982,independantiste,anglophone,2
983,independantiste,dhier,1
984,independantiste,tout,1
985,suis,affre,5
986,suis,il,2
987,sur,il,1
988,call,strategy,1
989,call,www,1
990,mp,call,2
991,dans,le,1
992,le,anglophone,1
993,choose,acteur,1
994,choose,lecole,1
995,dans,choose,1
996,dans,le,1
997,dans,secondaire,2
998,initiee,choose,1
999,initiee,le,1
1000,initiee,secondaire,1
1001,le,lecole,1
1002,le,region,1
1003,secondaire,acteur,2
1004,secondaire,lecole,1
1005,debunk,perception,1
1006,deny,perception,1
1007,minister,debunk,1
1008,minister,deny,1
1009,entame,pay,1
1010,lire,suite,1
1011,pay,suite,1
1012,pour,lire,1
1013,biya,say,1
1014,biya,support,2
1015,say,www,1
1016,support,www,2
1017,colide,ambassador,1
1018,colide,country,1
1019,desk,colide,2
1020,desk,happen,2
1021,happen,ambassador,1
1022,happen,car,1
1023,appele,contribuer,1
1024,tchadien,appele,1
1025,autonomie,federe,1
1026,cameroun,autonomie,1
1027,cameroun,le,1
1028,dans,le,1
1029,le,federe,1
1030,le,rejoint,2
1031,position,le,1
1032,au,investigate,1
1033,au,reveal,1
1034,investigate,region,1
1035,regard,region,1
1036,reveal,region,1
1037,union,regard,1
1038,dans,le,2
1039,le,monde,2
1040,cumming,probablement,2
1041,cumming,procureur,1
1042,dans,cumming,1
1043,dans,dautre,3
1044,dans,deg,3
1045,dans,le,1
1046,dautre,devant,1
1047,dautre,implique,1
1048,dautre,jury,1
1049,dautre,probablement,1
1050,deg,declare,10
1051,deg,devant,1
1052,deg,probablement,1
1053,le,declare,6
1054,le,implique,1
1055,le,probablement,3
1056,massachusetts,le,1
1057,ont,cumming,1
1058,ont,deg,3
1059,ont,le,2
1060,personnes,deg,3
1061,services,le,2
1062,unis,cumming,1
1063,unis,dautre,1
1064,unis,deg,3
1065,unis,le,4
1066,allege,fighter,1
1067,allege,local,1
1068,clear,allege,2
1069,clear,kill,1
1070,kill,fighter,1
1071,gather,abuse,1
1072,gather,group,12
1073,give,group,5
1074,give,mother,2
1075,god,gather,1
1076,impregnated,gather,4
1077,impregnated,give,2
1078,impregnated,say,4
1079,motivated,gather,8
1080,motivated,give,5
1081,motivated,say,14
1082,motivated,want,4
1083,say,abuse,1
1084,say,group,10
1085,say,pregnancy,3
1086,say,rape,4
1087,want,group,4
1088,august,join,1
1089,dmf,join,1
1090,dmf,undergo,4
1091,join,cameroon,2
1092,nina,undergo,1
1093,undergo,alternative,2
1094,undergo,community,1
1095,undergo,experience,1
1096,undergo,project,1
1097,ngo,rescue,1
1098,region,repost,2
1099,region,see,1
1100,repost,kit,1
1101,repost,woman,1
1102,rescue,cameroon,1
1103,see,kit,1
1104,anglophone,repost,2
1105,repost,bertrandteyou,1
1106,repost,entonnoir,1
1107,bamenda,boycott,3
1108,bamenda,call,1
1109,bamenda,decide,4
1110,bamenda,face,2
1111,bamenda,take,12
1112,boycott,activity,4
1113,boycott,baby,1
1114,call,activity,1
1115,call,part,1
1116,decide,activity,3
1117,decide,celebration,1
1118,decide,money,1
1119,decide,part,1
1120,face,activity,1
1121,face,avenue,1
1122,hanah,boycott,1
1123,hanah,call,1
1124,hanah,decide,2
1125,hanah,remain,1
1126,hanah,take,3
1127,party,boycott,1
1128,party,take,2
1129,remain,celebration,1
1130,take,activity,11
1131,take,avenue,1
1132,take,baby,2
1133,take,celebration,1
1134,take,money,1
1135,take,part,1
1136,aux,avoir,1
1137,aux,diplomatique,1
1138,avoir,africaine,1
1139,avoir,anglophone,1
1140,avoir,centrale,1
1141,avoir,et,2
1142,constate,centrale,1
1143,dans,avoir,2
1144,dans,detat,1
1145,dans,diplomatique,3
1146,detat,centrale,1
1147,detat,et,3
1148,diplomatique,africaine,1
1149,diplomatique,anglophone,1
1150,diplomatique,decembre,1
1151,diplomatique,et,4
1152,diplomatique,identique,1
1153,laisse,detat,1
1154,laisse,diplomatique,1
1155,paris,diplomatique,1
1156,pay,et,1
1157,serrer,avoir,1
1158,serrer,constate,1
1159,serrer,detat,2
1160,serrer,diplomatique,1
1161,vieux,avoir,1
1162,vieux,diplomatique,1
1163,vieux,pay,1
1164,karim,reaffirm,3
1165,liberation,reaffirm,1
1166,reaffirm,scholar,4
1167,need,conflict,1
1168,need,people,1
1169,ocha,need,2
1170,arrest,crisis,1
1171,charge,cameroun,2
1172,need,crisis,1
1173,university,arrest,1
1174,university,charge,2
1175,university,need,1
1176,bien,que,1
1177,que,actuellement,1
1178,fail,crisis,2
1179,maurice,fail,2
1180,maurice,solve,2
1181,maurice,update,1
1182,solve,crisis,1
1183,solve,detention,1
1184,update,twitter,1
1185,end,meeting,1
1186,follow,twitter,1
1187,listen,video,1
1188,reaction,end,1
1189,reaction,follow,1
1190,reaction,listen,1
1191,begin,cameroon,1
1192,file,cameroon,1
1193,france,use,3
1194,path,begin,1
1195,path,file,1
1196,path,use,2
1197,use,cameroon,2
1198,use,country,2
1199,use,threshold,1
1200,incendie,detail,1
1201,moins,incendie,1
1202,annonce,mediation,1
1203,omar,annonce,1
1204,attend,friend,2
1205,class,move,2
1206,class,obtain,4
1207,class,work,1
1208,die,quarter,1
1209,housewife,obtain,1
1210,january,move,1
1211,mbiwan,attend,2
1212,mbiwan,die,1
1213,mbiwan,obtain,8
1214,mbiwan,work,1
1215,move,class,1
1216,move,time,3
1217,nigeria,move,1
1218,nigeria,work,1
1219,obtain,class,2
1220,obtain,friend,2
1221,obtain,scholarship,1
1222,obtain,time,8
1223,work,time,3
1224,beffhm2swrbhq,continent,2
1225,plague,continent,1
1226,xephophobia,beffhm2swrbhq,2
1227,xephophobia,plague,1
1228,accept,leadership,1
1229,accept,peace,1
1230,accept,prison,1
1231,hold,hand,2
1232,hold,leadership,2
1233,hold,people,3
1234,la,accept,3
1235,la,hold,5
1236,la,make,5
1237,la,multitude,1
1238,la,wonder,3
1239,la,write,1
1240,make,awe,1
1241,make,people,3
1242,make,prison,1
1243,martha,hold,1
1244,multitude,people,1
1245,wilfred,hold,1
1246,wilfred,write,1
1247,wonder,awe,2
1248,wonder,people,1
1249,write,hand,1
1250,write,prison,1
1251,au,moment,1
1252,au,puissant,1
1253,dans,davoir,2
1254,dans,que,8
1255,davoir,africain,1
1256,davoir,etion,1
1257,davoir,inconscient,1
1258,davoir,puissant,1
1259,des,le,1
1260,des,que,9
1261,des,rend,2
1262,il,emission,1
1263,il,etion,1
1264,il,il,3
1265,il,puissant,1
1266,il,que,5
1267,il,rend,1
1268,le,moment,1
1269,le,puissant,1
1270,nai,que,1
1271,nai,rend,1
1272,que,africain,3
1273,que,emission,5
1274,que,etion,1
1275,que,inconscient,1
1276,que,moment,10
1277,que,puissant,8
1278,rend,emission,1
1279,rend,inconscient,1
1280,rend,moment,2
1281,rend,puissant,5
1282,rien,davoir,2
1283,rien,que,1
1284,rien,rend,1
1285,tu,au,2
1286,tu,le,1
1287,tu,que,4
1288,tu,rend,4
1289,les,moin,1
1290,les,unie,1
1291,moin,detruite,1
1292,unie,geneve,1
1293,ce,donc,3
1294,ce,que,3
1295,ce,resultat,2
1296,dans,geste,2
1297,dans,que,3
1298,dans,resultat,3
1299,dans,separatiste,1
1300,donc,arrete,2
1301,donc,politique,2
1302,geste,arrete,2
1303,geste,detention,1
1304,geste,politique,1
